Date,Close Price
2014-03-27 0:00,478.16
2014-03-28 0:00,502.44
2014-03-29 0:00,493.18
2014-03-30 0:00,461.87
2014-03-31 0:00,458.5
2014-04-01 0:00,478.72
2014-04-02 0:00,437.51
2014-04-03 0:00,447.08
2014-04-04 0:00,448.88
2014-04-05 0:00,464.83
2014-04-06 0:00,460.7
2014-04-07 0:00,446.22
2014-04-08 0:00,450.46
2014-04-09 0:00,440.2
2014-04-10 0:00,360.84
2014-04-11 0:00,420.06
2014-04-12 0:00,420.66
2014-04-13 0:00,414.95
2014-04-14 0:00,457.63
2014-04-15 0:00,520.12
2014-04-16 0:00,529.16
2014-04-17 0:00,494.4
2014-04-18 0:00,478.23
2014-04-19 0:00,501.55
2014-04-20 0:00,497.32
2014-04-21 0:00,493.09
2014-04-22 0:00,484.43
2014-04-23 0:00,486.93
2014-04-24 0:00,500.26
2014-04-25 0:00,459.61
2014-04-26 0:00,456.14
2014-04-27 0:00,429.65
2014-04-28 0:00,437.06
2014-04-29 0:00,444.25
2014-04-30 0:00,445.87
2014-05-01 0:00,456.27
2014-05-02 0:00,446.64
2014-05-03 0:00,436.94
2014-05-04 0:00,434.06
2014-05-05 0:00,429.72
2014-05-06 0:00,426.99
2014-05-07 0:00,436.96
2014-05-08 0:00,435.34
2014-05-09 0:00,448.23
2014-05-10 0:00,452.71
2014-05-11 0:00,436.54
2014-05-12 0:00,438.43
2014-05-13 0:00,437.41
2014-05-14 0:00,441.75
2014-05-15 0:00,444.32
2014-05-16 0:00,445.01
2014-05-17 0:00,446.36
2014-05-18 0:00,444.81
2014-05-19 0:00,444.31
2014-05-20 0:00,485.83
2014-05-21 0:00,489.16
2014-05-22 0:00,526.06
2014-05-23 0:00,519.04
2014-05-24 0:00,525.63
2014-05-25 0:00,570.09
2014-05-26 0:00,581.83
2014-05-27 0:00,569.63
2014-05-28 0:00,574.45
2014-05-29 0:00,565.51
2014-05-30 0:00,616.47
2014-05-31 0:00,623.26
2014-06-01 0:00,629.02
2014-06-02 0:00,658.79
2014-06-03 0:00,665.73
2014-06-04 0:00,636.78
2014-06-05 0:00,656.06
2014-06-06 0:00,645.56
2014-06-07 0:00,652.71
2014-06-08 0:00,653.64
2014-06-09 0:00,645.34
2014-06-10 0:00,649.81
2014-06-11 0:00,627.91
2014-06-12 0:00,581.8
2014-06-13 0:00,597.43
2014-06-14 0:00,571.69
2014-06-15 0:00,591.97
2014-06-16 0:00,588.06
2014-06-17 0:00,607.34
2014-06-18 0:00,604.88
2014-06-19 0:00,592.26
2014-06-20 0:00,588.52
2014-06-21 0:00,591.03
2014-06-22 0:00,598.88
2014-06-23 0:00,587.46
2014-06-24 0:00,575.07
2014-06-25 0:00,562.13
2014-06-26 0:00,579.38
2014-06-27 0:00,600.86
2014-06-28 0:00,591.99
2014-06-29 0:00,598.6
2014-06-30 0:00,639.36
2014-07-01 0:00,635.59
2014-07-02 0:00,647.34
2014-07-03 0:00,640.69
2014-07-04 0:00,626.96
2014-07-05 0:00,628.33
2014-07-06 0:00,631.71
2014-07-07 0:00,617.99
2014-07-08 0:00,620.22
2014-07-09 0:00,620.55
2014-07-10 0:00,615.11
2014-07-11 0:00,631.18
2014-07-12 0:00,634.48
2014-07-13 0:00,627.58
2014-07-14 0:00,618.38
2014-07-15 0:00,619.36
2014-07-16 0:00,615.2
2014-07-17 0:00,622.62
2014-07-18 0:00,628.22
2014-07-19 0:00,625.8
2014-07-20 0:00,621.37
2014-07-21 0:00,620.01
2014-07-22 0:00,618.81
2014-07-23 0:00,617.93
2014-07-24 0:00,600.01
2014-07-25 0:00,599.93
2014-07-26 0:00,593.85
2014-07-27 0:00,590.95
2014-07-28 0:00,584.69
2014-07-29 0:00,582.2
2014-07-30 0:00,564.37
2014-07-31 0:00,581.35
2014-08-01 0:00,595.08
2014-08-02 0:00,587.29
2014-08-03 0:00,585.51
2014-08-04 0:00,586.76
2014-08-05 0:00,583.11
2014-08-06 0:00,583.04
2014-08-07 0:00,587.4
2014-08-08 0:00,590.53
2014-08-09 0:00,588.09
2014-08-10 0:00,589.45
2014-08-11 0:00,573.31
2014-08-12 0:00,568.21
2014-08-13 0:00,544.57
2014-08-14 0:00,508.55
2014-08-15 0:00,496.62
2014-08-16 0:00,519.83
2014-08-17 0:00,492.95
2014-08-18 0:00,460.67
2014-08-19 0:00,486.74
2014-08-20 0:00,511.93
2014-08-21 0:00,516.16
2014-08-22 0:00,513.94
2014-08-23 0:00,497.22
2014-08-24 0:00,508.57
2014-08-25 0:00,501.63
2014-08-26 0:00,513.47
2014-08-27 0:00,510.43
2014-08-28 0:00,507.02
2014-08-29 0:00,508.42
2014-08-30 0:00,501.2
2014-08-31 0:00,478.07
2014-09-01 0:00,474.13
2014-09-02 0:00,475.32
2014-09-03 0:00,474.54
2014-09-04 0:00,489.09
2014-09-05 0:00,480.5
2014-09-06 0:00,482.24
2014-09-07 0:00,479.48
2014-09-08 0:00,472.15
2014-09-09 0:00,471.56
2014-09-10 0:00,477.53
2014-09-11 0:00,476.33
2014-09-12 0:00,473.83
2014-09-13 0:00,477.09
2014-09-14 0:00,474.71
2014-09-15 0:00,471.36
2014-09-16 0:00,463.74
2014-09-17 0:00,454.91
2014-09-18 0:00,421.46
2014-09-19 0:00,391.94
2014-09-20 0:00,406.82
2014-09-21 0:00,396.57
2014-09-22 0:00,398.89
2014-09-23 0:00,435.38
2014-09-24 0:00,422.3
2014-09-25 0:00,408.8
2014-09-26 0:00,401.92
2014-09-27 0:00,398.36
2014-09-28 0:00,376.2
2014-09-29 0:00,374.73
2014-09-30 0:00,386.27
2014-10-01 0:00,381.33
2014-10-02 0:00,371.99
2014-10-03 0:00,356.56
2014-10-04 0:00,325.49
2014-10-05 0:00,319.64
2014-10-06 0:00,328.46
2014-10-07 0:00,334.09
2014-10-08 0:00,352.79
2014-10-09 0:00,363.78
2014-10-10 0:00,358.69
2014-10-11 0:00,359.2
2014-10-12 0:00,376.19
2014-10-13 0:00,388.38
2014-10-14 0:00,398.71
2014-10-15 0:00,391.84
2014-10-16 0:00,380.08
2014-10-17 0:00,380.42
2014-10-18 0:00,388.96
2014-10-19 0:00,386.59
2014-10-20 0:00,379.37
2014-10-21 0:00,382.38
2014-10-22 0:00,379.1
2014-10-23 0:00,355.86
2014-10-24 0:00,355.17
2014-10-25 0:00,346.11
2014-10-26 0:00,351.54
2014-10-27 0:00,348.96
2014-10-28 0:00,351.9
2014-10-29 0:00,333.38
2014-10-30 0:00,343.78
2014-10-31 0:00,336.8
2014-11-01 0:00,325.39
2014-11-02 0:00,323.74
2014-11-03 0:00,324.23
2014-11-04 0:00,328.28
2014-11-05 0:00,337.14
2014-11-06 0:00,348.23
2014-11-07 0:00,341.08
2014-11-08 0:00,344.03
2014-11-09 0:00,363.31
2014-11-10 0:00,365.29
2014-11-11 0:00,366.99
2014-11-12 0:00,427.24
2014-11-13 0:00,417.15
2014-11-14 0:00,398.43
2014-11-15 0:00,375.13
2014-11-16 0:00,388.55
2014-11-17 0:00,385.86
2014-11-18 0:00,372.38
2014-11-19 0:00,377.24
2014-11-20 0:00,356.14
2014-11-21 0:00,348.86
2014-11-22 0:00,352.04
2014-11-23 0:00,366.77
2014-11-24 0:00,375.24
2014-11-25 0:00,375.72
2014-11-26 0:00,368.51
2014-11-27 0:00,369.14
2014-11-28 0:00,375.85
2014-11-29 0:00,375.22
2014-11-30 0:00,377.09
2014-12-01 0:00,378.64
2014-12-02 0:00,381.54
2014-12-03 0:00,374.97
2014-12-04 0:00,369.15
2014-12-05 0:00,376.04
2014-12-06 0:00,374.02
2014-12-07 0:00,374.26
2014-12-08 0:00,360.94
2014-12-09 0:00,351.27
2014-12-10 0:00,344.62
2014-12-11 0:00,347.13
2014-12-12 0:00,350.94
2014-12-13 0:00,347.47
2014-12-14 0:00,351.14
2014-12-15 0:00,345.1
2014-12-16 0:00,326.08
2014-12-17 0:00,319.17
2014-12-18 0:00,310.75
2014-12-19 0:00,317.01
2014-12-20 0:00,329.57
2014-12-21 0:00,319.24
2014-12-22 0:00,330.67
2014-12-23 0:00,334.05
2014-12-24 0:00,321.88
2014-12-25 0:00,318.61
2014-12-26 0:00,327.16
2014-12-27 0:00,315.17
2014-12-28 0:00,316.8
2014-12-29 0:00,312.44
2014-12-30 0:00,309.87
2014-12-31 0:00,319.7
2015-01-01 0:00,313.92
2015-01-02 0:00,314.59
2015-01-03 0:00,279.85
2015-01-04 0:00,263.63
2015-01-05 0:00,272.95
2015-01-06 0:00,285.58
2015-01-07 0:00,294.88
2015-01-08 0:00,283.25
2015-01-09 0:00,288.84
2015-01-10 0:00,274.07
2015-01-11 0:00,265.37
2015-01-12 0:00,267.09
2015-01-13 0:00,226.98
2015-01-14 0:00,177.28
2015-01-15 0:00,210.46
2015-01-16 0:00,207.22
2015-01-17 0:00,199.62
2015-01-18 0:00,209.93
2015-01-19 0:00,213.98
2015-01-20 0:00,210.48
2015-01-21 0:00,225.98
2015-01-22 0:00,232.66
2015-01-23 0:00,232.97
2015-01-24 0:00,247.99
2015-01-25 0:00,254.51
2015-01-26 0:00,271.95
2015-01-27 0:00,262.06
2015-01-28 0:00,233.21
2015-01-29 0:00,232.4
2015-01-30 0:00,226.5
2015-01-31 0:00,216.91
2015-02-01 0:00,226.4
2015-02-02 0:00,237.54
2015-02-03 0:00,226.96
2015-02-04 0:00,226.73
2015-02-05 0:00,216.77
2015-02-06 0:00,222.48
2015-02-07 0:00,227.33
2015-02-08 0:00,222.87
2015-02-09 0:00,220.17
2015-02-10 0:00,220.08
2015-02-11 0:00,219.49
2015-02-12 0:00,221.85
2015-02-13 0:00,235.79
2015-02-14 0:00,257.47
2015-02-15 0:00,234.33
2015-02-16 0:00,233.56
2015-02-17 0:00,243.6
2015-02-18 0:00,236.21
2015-02-19 0:00,239.83
2015-02-20 0:00,243.78
2015-02-21 0:00,244.26
2015-02-22 0:00,235.53
2015-02-23 0:00,238.08
2015-02-24 0:00,238.76
2015-02-25 0:00,237.25
2015-02-26 0:00,236.1
2015-02-27 0:00,252.51
2015-02-28 0:00,253.53
2015-03-01 0:00,258.74
2015-03-02 0:00,271.35
2015-03-03 0:00,281.45
2015-03-04 0:00,271.92
2015-03-05 0:00,274.86
2015-03-06 0:00,272.21
2015-03-07 0:00,275.89
2015-03-08 0:00,274.48
2015-03-09 0:00,288.52
2015-03-10 0:00,290.51
2015-03-11 0:00,295.83
2015-03-12 0:00,293.87
2015-03-13 0:00,284.28
2015-03-14 0:00,281.36
2015-03-15 0:00,285.34
2015-03-16 0:00,290.38
2015-03-17 0:00,284.46
2015-03-18 0:00,255.37
2015-03-19 0:00,259.74
2015-03-20 0:00,260.84
2015-03-21 0:00,259.62
2015-03-22 0:00,267.8
2015-03-23 0:00,265.94
2015-03-24 0:00,245.44
2015-03-25 0:00,246.13
2015-03-26 0:00,247.65
2015-03-27 0:00,246.58
2015-03-28 0:00,252.25
2015-03-29 0:00,242.02
2015-03-30 0:00,246.85
2015-03-31 0:00,243.39
2015-04-01 0:00,246.55
2015-04-02 0:00,252.26
2015-04-03 0:00,253.54
2015-04-04 0:00,253.12
2015-04-05 0:00,259.95
2015-04-06 0:00,254.52
2015-04-07 0:00,252.8
2015-04-08 0:00,244.36
2015-04-09 0:00,243.26
2015-04-10 0:00,235.22
2015-04-11 0:00,236.12
2015-04-12 0:00,235.64
2015-04-13 0:00,223.41
2015-04-14 0:00,218.27
2015-04-15 0:00,223.57
2015-04-16 0:00,228.11
2015-04-17 0:00,222.23
2015-04-18 0:00,222.84
2015-04-19 0:00,221.69
2015-04-20 0:00,224.31
2015-04-21 0:00,235.81
2015-04-22 0:00,233.92
2015-04-23 0:00,235.56
2015-04-24 0:00,230.79
2015-04-25 0:00,225.85
2015-04-26 0:00,218.81
2015-04-27 0:00,228.5
2015-04-28 0:00,225.68
2015-04-29 0:00,225.98
2015-04-30 0:00,236.57
2015-05-01 0:00,232.12
2015-05-02 0:00,234.9
2015-05-03 0:00,240.12
2015-05-04 0:00,238.77
2015-05-05 0:00,236.55
2015-05-06 0:00,230.05
2015-05-07 0:00,237.78
2015-05-08 0:00,243.39
2015-05-09 0:00,240.48
2015-05-10 0:00,239.63
2015-05-11 0:00,241.85
2015-05-12 0:00,240.99
2015-05-13 0:00,235.8
2015-05-14 0:00,236.74
2015-05-15 0:00,237.31
2015-05-16 0:00,235.73
2015-05-17 0:00,236.1
2015-05-18 0:00,232.87
2015-05-19 0:00,231.94
2015-05-20 0:00,234.25
2015-05-21 0:00,235.3
2015-05-22 0:00,240.52
2015-05-23 0:00,239.03
2015-05-24 0:00,241.19
2015-05-25 0:00,237.49
2015-05-26 0:00,237.33
2015-05-27 0:00,237.18
2015-05-28 0:00,237.47
2015-05-29 0:00,237.1
2015-05-30 0:00,233.29
2015-05-31 0:00,230
2015-06-01 0:00,223.31
2015-06-02 0:00,225.75
2015-06-03 0:00,225.65
2015-06-04 0:00,224.37
2015-06-05 0:00,225.04
2015-06-06 0:00,225.68
2015-06-07 0:00,223.39
2015-06-08 0:00,228.65
2015-06-09 0:00,229.33
2015-06-10 0:00,228.95
2015-06-11 0:00,230.02
2015-06-12 0:00,230.2
2015-06-13 0:00,232.75
2015-06-14 0:00,233.85
2015-06-15 0:00,237.31
2015-06-16 0:00,250.9
2015-06-17 0:00,249.17
2015-06-18 0:00,248.87
2015-06-19 0:00,243.55
2015-06-20 0:00,245.26
2015-06-21 0:00,244.01
2015-06-22 0:00,246.77
2015-06-23 0:00,243.99
2015-06-24 0:00,240.22
2015-06-25 0:00,242.42
2015-06-26 0:00,242.64
2015-06-27 0:00,250.71
2015-06-28 0:00,248.07
2015-06-29 0:00,256.49
2015-06-30 0:00,262.48
2015-07-01 0:00,257.66
2015-07-02 0:00,254.35
2015-07-03 0:00,255.6
2015-07-04 0:00,260.35
2015-07-05 0:00,271.02
2015-07-06 0:00,268.49
2015-07-07 0:00,264.96
2015-07-08 0:00,269.65
2015-07-09 0:00,268.11
2015-07-10 0:00,283.88
2015-07-11 0:00,291.69
2015-07-12 0:00,309.98
2015-07-13 0:00,290.88
2015-07-14 0:00,286.19
2015-07-15 0:00,283.82
2015-07-16 0:00,277.83
2015-07-17 0:00,278.49
2015-07-18 0:00,274.49
2015-07-19 0:00,272.49
2015-07-20 0:00,278.41
2015-07-21 0:00,275.1
2015-07-22 0:00,276.62
2015-07-23 0:00,275.63
2015-07-24 0:00,287.97
2015-07-25 0:00,288.13
2015-07-26 0:00,291.64
2015-07-27 0:00,292.73
2015-07-28 0:00,293.79
2015-07-29 0:00,288.77
2015-07-30 0:00,287.29
2015-07-31 0:00,283.94
2015-08-01 0:00,280.04
2015-08-02 0:00,281.65
2015-08-03 0:00,280.48
2015-08-04 0:00,284.5
2015-08-05 0:00,281.38
2015-08-06 0:00,278.25
2015-08-07 0:00,279.03
2015-08-08 0:00,260.2
2015-08-09 0:00,264.44
2015-08-10 0:00,263.76
2015-08-11 0:00,270.92
2015-08-12 0:00,265.64
2015-08-13 0:00,263.34
2015-08-14 0:00,264.87
2015-08-15 0:00,260.73
2015-08-16 0:00,257.67
2015-08-17 0:00,256.98
2015-08-18 0:00,219
2015-08-19 0:00,225.39
2015-08-20 0:00,234.69
2015-08-21 0:00,231.94
2015-08-22 0:00,229.74
2015-08-23 0:00,227.59
2015-08-24 0:00,209.13
2015-08-25 0:00,221.71
2015-08-26 0:00,225.38
2015-08-27 0:00,224.26
2015-08-28 0:00,230.98
2015-08-29 0:00,229.76
2015-08-30 0:00,228.61
2015-08-31 0:00,230.02
2015-09-01 0:00,227.35
2015-09-02 0:00,228.86
2015-09-03 0:00,226.76
2015-09-04 0:00,230.09
2015-09-05 0:00,234.68
2015-09-06 0:00,239.44
2015-09-07 0:00,240.02
2015-09-08 0:00,243.55
2015-09-09 0:00,238.29
2015-09-10 0:00,238.59
2015-09-11 0:00,240.08
2015-09-12 0:00,234.82
2015-09-13 0:00,230.33
2015-09-14 0:00,230.24
2015-09-15 0:00,229.92
2015-09-16 0:00,228.8
2015-09-17 0:00,232.79
2015-09-18 0:00,232.72
2015-09-19 0:00,231.24
2015-09-20 0:00,230.86
2015-09-21 0:00,226.61
2015-09-22 0:00,230.52
2015-09-23 0:00,229.96
2015-09-24 0:00,234.28
2015-09-25 0:00,234.84
2015-09-26 0:00,234.21
2015-09-27 0:00,232.85
2015-09-28 0:00,239.34
2015-09-29 0:00,236.62
2015-09-30 0:00,236.25
2015-10-01 0:00,237.57
2015-10-02 0:00,237.4
2015-10-03 0:00,239.09
2015-10-04 0:00,238.69
2015-10-05 0:00,240.59
2015-10-06 0:00,246.42
2015-10-07 0:00,243.27
2015-10-08 0:00,242.69
2015-10-09 0:00,244.32
2015-10-10 0:00,245.33
2015-10-11 0:00,247.53
2015-10-12 0:00,245.59
2015-10-13 0:00,249.94
2015-10-14 0:00,252.59
2015-10-15 0:00,254.81
2015-10-16 0:00,262.94
2015-10-17 0:00,271.2
2015-10-18 0:00,262.9
2015-10-19 0:00,264.42
2015-10-20 0:00,270.22
2015-10-21 0:00,267.33
2015-10-22 0:00,274.41
2015-10-23 0:00,277.46
2015-10-24 0:00,282.66
2015-10-25 0:00,283.07
2015-10-26 0:00,286.13
2015-10-27 0:00,294.4
2015-10-28 0:00,303.89
2015-10-29 0:00,313.59
2015-10-30 0:00,326
2015-10-31 0:00,312.43
2015-11-01 0:00,325.08
2015-11-02 0:00,359.35
2015-11-03 0:00,400.71
2015-11-04 0:00,408.74
2015-11-05 0:00,387.51
2015-11-06 0:00,374.95
2015-11-07 0:00,384.8
2015-11-08 0:00,373.49
2015-11-09 0:00,380.04
2015-11-10 0:00,337.93
2015-11-11 0:00,312.58
2015-11-12 0:00,336.86
2015-11-13 0:00,337.29
2015-11-14 0:00,333.55
2015-11-15 0:00,319.93
2015-11-16 0:00,331.59
2015-11-17 0:00,335.77
2015-11-18 0:00,334.97
2015-11-19 0:00,326.31
2015-11-20 0:00,321.99
2015-11-21 0:00,327.17
2015-11-22 0:00,324.34
2015-11-23 0:00,323.26
2015-11-24 0:00,320.16
2015-11-25 0:00,328.98
2015-11-26 0:00,353.3
2015-11-27 0:00,358.18
2015-11-28 0:00,357.66
2015-11-29 0:00,371.86
2015-11-30 0:00,376.91
2015-12-01 0:00,362.73
2015-12-02 0:00,359.43
2015-12-03 0:00,361.31
2015-12-04 0:00,363.48
2015-12-05 0:00,388.86
2015-12-06 0:00,388.46
2015-12-07 0:00,395.86
2015-12-08 0:00,418.14
2015-12-09 0:00,418.04
2015-12-10 0:00,415.25
2015-12-11 0:00,453.9
2015-12-12 0:00,435.9
2015-12-13 0:00,433.54
2015-12-14 0:00,443.84
2015-12-15 0:00,465.5
2015-12-16 0:00,455.37
2015-12-17 0:00,455.99
2015-12-18 0:00,463.84
2015-12-19 0:00,462.23
